플랫폼,시간,질문,대응
kakaoi,2021-05-25 23:06,rec,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-05-25 23:11,kodi,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-05-25 23:11,청렴,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-05-26 15:23,채용,남부발전 채용정보에 대해 알려드릴게요궁금하신 사항의 버튼을 눌러주세요.
kakaoi,2021-05-26 15:23,계약,"■ 미준공 발전소로 남부발전과 계약을 체결한 후 설비가 준공된 사업주 분께서는 설비확인서 발급일로부터 30일 이내에 남부발전에 통보하여야 합니다. 해당 설비확인서를 담당자 이메일(선정계약 : *@kospo.co.kr / 자체계약 : *@kospo.co.kr)로 송부해주시기 바랍니다.                                                                                             ■ 준공 사실 확인 후, 남부발전 담당자가 변경계약서를 발송해 드립니다. 해당 계약서 확인 후, 서류 첨부 및 전자서명을 진행해주시기 바랍니다.※ 만일 입찰 시 작성한 설비 용량 및 가중치가 설비 준공으로 변동되었을 경우 계약단가, 예상매매량, 계약보증금이 변동될 수 있습니다. 아울러 계약일 이후 상업운전을 개시한 경우 계약기간은 상업운전개시일로부터 20년(단, 태양광에 연계된 ESS 설비의 계약기간은 15년)입니다."
kakaoi,2021-05-26 15:23,rec,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-05-26 15:46,방문신청,방문신청은 아래 버튼을 통해서 신청하시면 됩니다.
kakaoi,2021-05-26 17:43,동반성장,"남부발전은 중소기업과 함께 다양한 과제를 이행하며 아래 4가지의 동반성장사업을 전략적으로 추진하여 중소기업의 경쟁력을 높이고자 해요.1. 신기술 공동개발, 2. 기업경쟁력 강화, 3. 신제품 판로개척, 4. 성과유형 동반진출 사업운영동반성장사업에 대해 궁금하시다면 채팅창에 [동반성장사업]을 입력해보세요."
kakaoi,2021-05-26 17:43,동반성장 사업,[동반성장 사업]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-05-26 18:37,rec 수량확인후 남부발전에서 공급가격 확인후 세금계산서 발송했는데,"대부분의 일반과세자 사업자들은 국세청 홈택스에서 전자세금계산서를 발급하면 됩니다.1) 발급방법  ① 국세청 홈택스(www.hometax.go.kr) 접속  ② 공동인증서 로그인  ③ 조회/발급 메뉴 - 전자(세금)계산서 발급 메뉴 - 건별발급 메뉴 클릭  ④ 공급받는자 거래처 조회 - 한국남부발전 설정  ⑤ 작성일자, 품목, 공급가액 등 작성 후 발급하기 버튼 클릭2) 문의처 : 국세청 홈택스 고객센터(☎국번없이126)"
kakaoi,2021-05-26 18:37,남부발전에서 공급가격을 확인했는데요,"한국남부발전은 한국형 표준 석탄화력으로 저비용, 고효율을 실현한 하동발전본부에서부터 평화의 섬 제주에 청정에너지를 공급하는 남제주발전본부와 한림발전소까지 전국 곳곳에 우리나라 총 설비용량의 약 9%를 운영하며 안정적인 전력공급을 책임지고 있습니다. 한국남부발전의 발전설비 및 현황에 대해서 더욱 자세히 알려드릴게요!"
kakaoi,2021-05-26 18:38,공급가격 확인은 어디서 합니까,"한국남부발전은 한국형 표준 석탄화력으로 저비용, 고효율을 실현한 하동발전본부에서부터 평화의 섬 제주에 청정에너지를 공급하는 남제주발전본부와 한림발전소까지 전국 곳곳에 우리나라 총 설비용량의 약 9%를 운영하며 안정적인 전력공급을 책임지고 있습니다. 한국남부발전의 발전설비 및 현황에 대해서 더욱 자세히 알려드릴게요!"
kakaoi,2021-05-26 18:39,rec  공급가격 확인은 어디서 하나요,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-05-26 18:40,점검중으로 뜨는데요,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-05-26 18:41,알려주신 대금청구사이트가 점검중으로 뜹니다.,"1) 한국남부발전 대금청구사이트(https://conrps.kospo.co.kr)에 로그인 후 상단의 대금지급청구 메뉴를 누릅니다.2) 화면에 나타나는 발전소를 선택하고, 대금청구할 인증서의 전력공급 년을 선택합니다.① 해당하는 계약 탭에서 발전소를 검색하면 됩니다.② 발전소가 여러개일 경우 순서대로 클릭하면 됩니다.3) 아래에 나타나는 월 체크박스에서 해당 월에 체크한 후 확인 버튼을 누르면 대금지급요청 등록 화면이 나타납니다.4) 화면에서 인증서량을 입력하면 아래 공급가액과 부가세, 합계금액이 자동으로 산출됩니다.① 한국에너지공단에서 매월 발급하는 인증서에 기재된 REC량을 입력하여야 하며, 단위 또한 REC(MW)입니다.* 소형발전소의 경우 발전량이 1MW 미만일 경우, 해당월 REC량은 0이고 그 발전량은 이월되어 다음달 REC에 합산됩니다.② 청구하는 발전년월과 인증서 발전년월이 서로 맞는지 반드시 확인하여야 하며, 숫자는 정수를 입력하여야 합니다.5) 공급인증서와 세금계산서 증빙을 첨부파일로 업로드한 후 세금계산서 발행일을 달력에서 선택합니다.6) 대금지급청구 버튼을 클릭하고 뜨는 ‘새로운 데이터를 등록하시겠습니까’메시지에 확인 버튼을 누르면 대금청구가 이루어집니다."
kakaoi,2021-05-27 11:29,동반성장 사업,[동반성장 사업]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-05-27 13:25,출입,방문신청은 아래 버튼을 통해서 신청하시면 됩니다.
kakaoi,2021-06-08 13:29,디지털뉴딜,한국남부발전은 그린뉴딜 선도기업으로의 도약을 위해 노력하고 있습니다.한국남부발전이 추진중인 그린뉴딜 전략체계에 대해 안내해 드릴게요!
kakaoi,2021-06-08 13:30,kospo 약자,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-06-10 14:56,비밀번호 재설정,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-06-10 14:56,사이트 로그인,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-06-16 11:01,회원가입,"동반성장 회원가입을 원한다면, 해당 가입절차를 따라 신청할 수 있어요.아래의 버튼을 통해 회원가입 페이지로 바로 연결해 드릴게요."
kakaoi,2021-06-16 11:01,로그인 방법,"채용페이지의 온라인지원만 가능합니다.해당하는 공고를 선택 후 이메일과 비밀번호를 설정하여 지원서 항목을 기재하시면 됩니다.이때 중복 지원은 불가능하며, 서류제출 후 기재착오 누락 또는 연락이 되지 않을 경우 발생하는 불이익은 지원자의 책임으로 간주합니다.지원서에 기재된 내용이 허위로 판명될 경우 합격이 취소 될 수 있으니 명심해주세요."
kakaoi,2021-06-16 16:20,주요 사업,
kakaoi,2021-06-16 16:20,사업 정보,한국남부발전 입찰정보를 알려드리겠습니다.KEPCO SRM과 ALIO 공시를 통해 확인할 수 있습니다.
kakaoi,2021-06-16 16:21,사업,"한국남부발전은 국내에 하동, 신인천, 부산, 남제주, 영월, 안동, 삼척, 신세종복합건설본부까지 8개의 본부를 운영중입니다. 한눈에 찾아보실 수 있도록 안내드릴게요."
kakaoi,2021-06-16 16:36,sns,"현재 한국남부발전이 운영중인 SNS는 인스타그램, 페이스북, 유튜브가 있습니다. 방문하고 싶은 채널을 눌러주세요!"
kakaoi,2021-06-16 16:37,홍보,한국남부발전의 홍보동영상을 안내해드립니다.
kakaoi,2021-06-16 16:37,조직,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-06-16 16:37,일자리,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-06-16 16:37,연계사이트,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-06-16 16:38,경영공시,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-06-16 16:38,공시자료,"동반성장 사업별 내용이 궁금하시다면, 홈페이지에서 자세한 내용과 사업별 공고를 확인해보세요."
kakaoi,2021-06-23 10:22,"제가 지금 해외에 있어서 대금청구시 개인 컴퓨터 ip주소를 풀어야한다기에 보내드렸는데, 아직 안되고 있네요.ip주소를 다시보냅니다.","1) 한국남부발전 대금청구사이트(https://conrps.kospo.co.kr)에 로그인 후 상단의 대금지급청구 메뉴를 누릅니다.2) 화면에 나타나는 발전소를 선택하고, 대금청구할 인증서의 전력공급 년을 선택합니다.① 해당하는 계약 탭에서 발전소를 검색하면 됩니다.② 발전소가 여러개일 경우 순서대로 클릭하면 됩니다.3) 아래에 나타나는 월 체크박스에서 해당 월에 체크한 후 확인 버튼을 누르면 대금지급요청 등록 화면이 나타납니다.4) 화면에서 인증서량을 입력하면 아래 공급가액과 부가세, 합계금액이 자동으로 산출됩니다.① 한국에너지공단에서 매월 발급하는 인증서에 기재된 REC량을 입력하여야 하며, 단위 또한 REC(MW)입니다.* 소형발전소의 경우 발전량이 1MW 미만일 경우, 해당월 REC량은 0이고 그 발전량은 이월되어 다음달 REC에 합산됩니다.② 청구하는 발전년월과 인증서 발전년월이 서로 맞는지 반드시 확인하여야 하며, 숫자는 정수를 입력하여야 합니다.5) 공급인증서와 세금계산서 증빙을 첨부파일로 업로드한 후 세금계산서 발행일을 달력에서 선택합니다.6) 대금지급청구 버튼을 클릭하고 뜨는 ‘새로운 데이터를 등록하시겠습니까’메시지에 확인 버튼을 누르면 대금청구가 이루어집니다."
kakaoi,2021-06-23 10:24,"챗봇이 해결을 못하는것 같으니, 담당자분의 연락을 기다리겠습니다.",아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-06-23 10:24,카톡으로 연락주세요,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-23 10:30,ip주소는 5월20일에 상담하시는분에게 알려주었어요.1달이 지났네요.,"■ 대금청구를 정상적으로 한 경우 일반적으로 3일 안에 대금지급이 이루어집니다. 하지만 공급인증서 또는 세금계산서를 발급하지 않고 대금청구를 하거나, 세금계산서 금액이 다른 경우 등 비정상적인 청구의 경우 7일 이상 대금지급이 지연될 수 있습니다. 또한 간이과세자나 수기계산서 발급자 등 특수한 대금청구의 경우 대금지급이 7일 이상 소요될 수도 있습니다.  ■ 전력시장운영규칙 개정으로 100kw 이상 설비 사업자의 경우, 전력거래소 수수료 납부한 사업자에 한해 남부발전에 대금청구/세금계산서 처리가 가능합니다. 절차는 아래와 같습니다.  1) REC 발급                                                                            2) (다음날) 매도수수료납부안내 SMS 수신[전력거래 발송]                   3) 매도수수료 납부                                                                    4) (3~4일 후) REC대금 정산 요청하면서 발급 SMS수신[전력거래소 발송]                                                                                       5) 대금청구 가능(3~4일 후 대금지급 완료)"
kakaoi,2021-06-23 11:07,취업지원대상자인데 이번에 채용공고를보고 지원하고자 합니다. 경력증명서나인적사항이 드러나는 서류가 있는데블라인드채용이라 서류접수할때지원서만 제출해야하는지요,"채용서류의 경우, 모집단위(신입, 경력직 등)별 필요서류가 다르므로 채용공고를 확인해주세요."
kakaoi,2021-06-23 11:07,운전직에 지원하려고 합니다,"일반직 신입사원 입사지원 시 학력 제한은 없으므로 따라서 대학에 재학 중이거나 휴학, 졸업예정인 경우에도 지원 가능합니다.단, 입사일 이후 학업을 위한 별도의 기간을 부여하지 않으므로 이 점 참고하셔야 합니다.제출서류는 졸업예정자인 경우 졸업예정증명서, 재학 중인 경우 재학증명서를 제출하시면 됩니다."
kakaoi,2021-06-23 16:37,rec,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-06-24 09:54,사장님,한국남부발전 주식회사 CEO는 신정식 입니다.
kakaoi,2021-06-24 09:55,예산,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-06-24 10:08,경영진,한국남부발전의 경영진을 안내해 드릴게요.
kakaoi,2021-06-24 10:08,기획관리본부,한국남부발전의 경영진을 안내해 드릴게요.
kakaoi,2021-06-24 10:08,비리,"채용 결격사유는 당사의 인사관리규정 제10조(신규채용자의 결격사유)를 확인해 주세요.그외 지원서 허위작성, 증빙서 위·변조 및 각 전형단계의 부정행위자(채용비리 등)는 불합격 처리 됩니다.아래 버튼을 눌러 더 자세하게 알아보세요※ 자세한 사항은 반드시 채용공고문을 확인해주세요"
kakaoi,2021-06-24 10:09,월급,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-06-24 10:09,연봉,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-06-24 10:09,급여,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 10:09,순위,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 10:09,랭킹,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 10:10,카카오톡,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 10:10,카카오,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 10:10,챗봇,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 10:10,자기소개,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-06-24 10:10,산업부,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-06-24 10:11,alert,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-06-24 16:10,사장,한국남부발전 주식회사 CEO는 신정식 입니다.
kakaoi,2021-06-24 16:10,이승우,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-06-24 16:10,신정식,한국남부발전 주식회사 CEO는 신정식 입니다.
kakaoi,2021-06-24 16:13,사장,한국남부발전 주식회사 CEO는 신정식 입니다.
kakaoi,2021-06-24 16:37,정보보안,한국남부발전 입찰정보를 알려드리겠습니다.KEPCO SRM과 ALIO 공시를 통해 확인할 수 있습니다.
kakaoi,2021-06-24 16:37,사이버안전센터,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-06-24 16:37,사이버,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-06-24 16:37,관제,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 16:37,해킹,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-06-24 17:41,사장,한국남부발전 주식회사 CEO는 이승우 입니다.
kakaoi,2021-06-29 17:12,견학,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요. 
kakaoi,2021-07-01 14:39,사장,한국남부발전 주식회사 CEO는 이승우 입니다.
kakaoi,2021-07-01 14:39,이승우,한국남부발전 주식회사 CEO는 이승우 입니다.
kakaoi,2021-07-01 14:40,신정식,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-07-10 16:58,안동 주소,안동발전본부는 경북 안동시 풍산읍 괴정리 1032번지에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-07-10 16:58,삼척 주소,"삼척발전본부는 설비용량 2,044MW로, 세계 최대의 초임계압 순환 유동층 보일러를 채택한 친환경 고효율 석탄화력발전소입니다. 삼척발전본부 소개페이지로 연결해드릴게요."
kakaoi,2021-07-10 16:59,영월 주소,영월발전본부는 강원도 영월군 영월읍 중앙로 411에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-07-10 17:02,세종 주소,"신세종복합건설은 설비용량 610MW + 320Gcal로, 행정복합도시에 전기와 열을 공급하고 오염물질 제로배출을 구현하는 친환경 복합화력발전소를 건설하고자 하고 있습니다. 신세종복합발전 소개 페이지로 연결해드릴게요."
kakaoi,2021-07-10 17:03,신인천 주소,신인천발전본부는 인천광역시 서구 장도로 57(청라동)에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-07-10 17:09,부산 본부,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-07-12 11:59,상담원 연결,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-07-19 16:33,rec 계약이,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-07-19 16:33,대금지급,"■ 대금청구를 정상적으로 한 경우 일반적으로 3일 안에 대금지급이 이루어집니다. 하지만 공급인증서 또는 세금계산서를 발급하지 않고 대금청구를 하거나, 세금계산서 금액이 다른 경우 등 비정상적인 청구의 경우 7일 이상 대금지급이 지연될 수 있습니다. 또한 간이과세자나 수기계산서 발급자 등 특수한 대금청구의 경우 대금지급이 7일 이상 소요될 수도 있습니다.  ■ 전력시장운영규칙 개정으로 100kw 이상 설비 사업자의 경우, 전력거래소 수수료 납부한 사업자에 한해 남부발전에 대금청구/세금계산서 처리가 가능합니다. 절차는 아래와 같습니다.  1) REC 발급                                                                            2) (다음날) 매도수수료납부안내 SMS 수신[전력거래 발송]                   3) 매도수수료 납부                                                                    4) (3~4일 후) REC대금 정산 요청하면서 발급 SMS수신[전력거래소 발송]                                                                                       5) 대금청구 가능(3~4일 후 대금지급 완료)"
kakaoi,2021-07-19 16:33,전자계약,전자계약 시 필수 첨부 서류입니다.                                                                                          1) 설비확인서(별지 포함 2페이지)2)사업자등록증명(최근 1개월 내 발급)3) 발전사업허가증4) 계약이행보증증권5) 개인정보수집동의서 입니다.                                                    ※이외의 서류는 제출이 불필요
kakaoi,2021-07-19 16:33,준공기한,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-07-20 19:40,이름이 뭐야,한국남부발전 주식회사 CEO는 이승우 입니다.
kakaoi,2021-07-20 19:41,이름,한국남부발전의 경영진을 안내해 드릴게요.
kakaoi,2021-07-20 19:43,누가 만들었어,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-07-21 19:08,몇살이야,안녕하세요!
kakaoi,2021-07-21 19:08,대금,
kakaoi,2021-07-21 19:08,대금,
kakaoi,2021-07-21 19:08,알려줘,한국남부발전의 경영진을 안내해 드릴게요.
kakaoi,2021-07-21 19:08,대금은,"■ 대금청구를 정상적으로 한 경우 일반적으로 3일 안에 대금지급이 이루어집니다. 하지만 공급인증서 또는 세금계산서를 발급하지 않고 대금청구를 하거나, 세금계산서 금액이 다른 경우 등 비정상적인 청구의 경우 7일 이상 대금지급이 지연될 수 있습니다. 또한 간이과세자나 수기계산서 발급자 등 특수한 대금청구의 경우 대금지급이 7일 이상 소요될 수도 있습니다.  ■ 전력시장운영규칙 개정으로 100kw 이상 설비 사업자의 경우, 전력거래소 수수료 납부한 사업자에 한해 남부발전에 대금청구/세금계산서 처리가 가능합니다. 절차는 아래와 같습니다.  1) REC 발급                                                                            2) (다음날) 매도수수료납부안내 SMS 수신[전력거래 발송]                   3) 매도수수료 납부                                                                    4) (3~4일 후) REC대금 정산 요청하면서 발급 SMS수신[전력거래소 발송]                                                                                       5) 대금청구 가능(3~4일 후 대금지급 완료)"
kakaoi,2021-07-21 19:09,대금,
kakaoi,2021-07-21 19:09,대금 설명,
kakaoi,2021-07-21 19:12,오늘 날씨,안녕하세요!
kakaoi,2021-07-21 19:12,위치,"한국남부발전 본사는 부산광역시 남구 문현금융로 40, 부산국제금융센터에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요."
kakaoi,2021-07-21 19:12,대금,
kakaoi,2021-07-21 19:17,대금지급,"■ 대금청구를 정상적으로 한 경우 일반적으로 3일 안에 대금지급이 이루어집니다. 하지만 공급인증서 또는 세금계산서를 발급하지 않고 대금청구를 하거나, 세금계산서 금액이 다른 경우 등 비정상적인 청구의 경우 7일 이상 대금지급이 지연될 수 있습니다. 또한 간이과세자나 수기계산서 발급자 등 특수한 대금청구의 경우 대금지급이 7일 이상 소요될 수도 있습니다.  ■ 전력시장운영규칙 개정으로 100kw 이상 설비 사업자의 경우, 전력거래소 수수료 납부한 사업자에 한해 남부발전에 대금청구/세금계산서 처리가 가능합니다. 절차는 아래와 같습니다.  1) REC 발급                                                                            2) (다음날) 매도수수료납부안내 SMS 수신[전력거래 발송]                   3) 매도수수료 납부                                                                    4) (3~4일 후) REC대금 정산 요청하면서 발급 SMS수신[전력거래소 발송]                                                                                       5) 대금청구 가능(3~4일 후 대금지급 완료)"
kakaoi,2021-07-21 19:20,대금 설명해줘,
kakaoi,2021-07-21 19:23,코디야,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-07-21 19:23,kodi,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-07-21 19:23,이름이 뭐야,한국남부발전 주식회사 CEO는 이승우 입니다.
kakaoi,2021-07-21 19:25,계좌,"1) 개인사업자 계좌 등록 구비서류  ① 은행계좌이체거래약정서(남부발전 양식)  ② 사업자등록증 사본, 주민등록증 사본, 통장 사본  ③ 통장과 약정서 도장이 일치하지 않을 시 : 사용인감계(남부발전 양식) 추가 작성 후 함께 제출  ④ 남부발전 본사로 등기우편 발송(등기번호 보관)2) 법인사업자 계좌 등록 구비서류  ① 은행계좌이체거래약정서(남부발전 양식)  ② 사업자등록증 사본, 인감증명서 원본, 통장 사본  ③ 약정서에 증명인감이 찍혀있지 않을 시 : 사용인감계(남부발전 양식) 추가 작성 후 함께 제출  ④ 남부발전 본사로 등기우편 발송(등기번호 보관)※ 남부발전 양식 링크 : https://conrps.kospo.co.kr(공지사항 참고)"
kakaoi,2021-07-21 19:25,연락하고싶어,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요. 
kakaoi,2021-07-21 19:25,번호 알려줘,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-07-21 19:26,상담받고싶어,방문신청은 아래 버튼을 통해서 신청하시면 됩니다.
kakaoi,2021-07-21 19:26,문의할게,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-07-21 19:26,문의,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-07-21 19:26,바로가기,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-07-22 10:11,대금 설명해줘,
kakaoi,2021-07-22 14:17,하동,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-07-22 14:19,부산,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-07-22 17:12,메이크봇,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-07-24 17:34,대금,
kakaoi,2021-07-24 17:34,대금 설명해줘,
kakaoi,2021-07-25 03:07,채용 지원자격,"블라인드 채용으로 입사지원 시 성별, 신체조건, 학력, 연령에 제한이 없습니다. 결격사유에 해당하지 않고, 지원하는 직무에 맞는 역량을 가진 분이라면 누구나 지원이 가능 합니다.단, 전문경력직 및 일부 전문성이 요구되는 직무의 경우 별도 자격조건이 부여될 수 있습니다."
kakaoi,2021-07-25 03:07,채용 학력,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
kakaoi,2021-07-25 03:08,채용공고 학력,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
kakaoi,2021-07-25 03:08,우대사항,"한국남부발전 채용 우대사항 적용대상은 다음과 같습니다.1. 등록장애인 및 취업지원대상자(보훈)2. 국민기초생활보장법에 의한 기초생활수급자 및 차상위계층3. 발전소주변지역 주민(2대 직계비속까지 인정)4. 비수도권 지역인재 및 이전지역(부산)인재* 가산점은 10% 한도 내 중복 인정(단, 장애와 보훈 가점 중복 시 10% 초과 가능)※ 기타 추가 우대사항은 채용공고를 반드시 확인하여 주시기 바랍니다."
kakaoi,2021-07-25 03:09,우대사항(가산점),"한국남부발전 채용 우대사항 적용대상은 다음과 같습니다.1. 등록장애인 및 취업지원대상자(보훈)2. 국민기초생활보장법에 의한 기초생활수급자 및 차상위계층3. 발전소주변지역 주민(2대 직계비속까지 인정)4. 비수도권 지역인재 및 이전지역(부산)인재* 가산점은 10% 한도 내 중복 인정(단, 장애와 보훈 가점 중복 시 10% 초과 가능)※ 기타 추가 우대사항은 채용공고를 반드시 확인하여 주시기 바랍니다."
kakaoi,2021-07-25 03:09,가산점,"한국남부발전 채용 우대사항 적용대상은 다음과 같습니다.1. 등록장애인 및 취업지원대상자(보훈)2. 국민기초생활보장법에 의한 기초생활수급자 및 차상위계층3. 발전소주변지역 주민(2대 직계비속까지 인정)4. 비수도권 지역인재 및 이전지역(부산)인재* 가산점은 10% 한도 내 중복 인정(단, 장애와 보훈 가점 중복 시 10% 초과 가능)※ 기타 추가 우대사항은 채용공고를 반드시 확인하여 주시기 바랍니다."
kakaoi,2021-07-25 03:10,채용공고 지원 학력,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
kakaoi,2021-07-25 03:10,지원 학력 채용공고,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
kakaoi,2021-07-25 03:10,지원 학력,"블라인드 채용으로 입사지원 시 성별, 신체조건, 학력, 연령에 제한이 없습니다. 결격사유에 해당하지 않고, 지원하는 직무에 맞는 역량을 가진 분이라면 누구나 지원이 가능 합니다.단, 전문경력직 및 일부 전문성이 요구되는 직무의 경우 별도 자격조건이 부여될 수 있습니다."
kakaoi,2021-07-25 03:11,학력,"대졸 및 고졸수준은 입사 후 처우수준(기본연봉등급)을 의미하며, 실제 학력에 관계없이 입사지원 가능합니다.단, 고졸수준의 경우 전문학사 이상의 학위취득자 또는 졸업예정자는 지원이 불가합니다.(수업연한 마지막 학기 재학 또는 졸업유예자 포함) ex) 고교, 전문대, 대학 재학/휴학/중퇴자 -> 지원가능"
